Image,True Class,Noise,OCR Text,Characters,Words
0000015980.tif,advertisement,contrast,"The definitive analysis of the world cigarette pandemic NLW YORK OF STIMULATNG AUTHORITATIVE, ind tmcly revien for eaty physician ad Iedic;! stude  FH_ Jiss Swsfin M Su6kcoR Giect"" S4,4cc Mlex""h Senice 1962.1923 AGGHSTGRY IDLASM# RI J0(CE: (Amf[ aGd M}ue tdr (njice iubje VdrY  _ hulig-odd a itles, b  FN:s fren; Ibe adabro:J, Fent I;: {ols J utn Fc conce clinical. pelitice|. cccnu? KNct Jca #ht Uu' Sceaes Ca C Caioc; Ndlic Jutetletne Wi-tc [rc msracing tisiof} #1 elu"" wd fecreeh Cget C:Iis ""oini (naictict Niches #uail caOc Juc Ehc third Suta?! Cou 4 (o{iu 8t""m (rn Me  0> MRbla"" th (omaemar ch: Menging [Cscan? nccn Jmal S4Tf Jo_ RMA Or Mt Wcasi offcr sincie 0 elniel uenco celile Wn Ijic,l Aidi puil cepics # flS feceri Issut #orl:cici Q<fnnaee RrdiMic4> thc Jul Tcic panccnic A> {he' effri.l pub:aton Mme inijunin/ 4mm #Ic riun_ Ad:F Suri%15 the Suc Ork sitec DtI siden;s Urire | 1907.Ii:e Juung frie Cf th:' {tore'tn03} indcpen, Sa T Itet CVr; Of the [Jc71F icnt pcc orke: rcnrral Medicx jourtiads Iu: #;i inelu ka'J #alh &h substepejor (la (ora;} M iding Aunici slinjujeling QuMt OKMR FOKM 5i) Ne 54:0 S4 {u Uc #N Cu - C couineM Oec- cS 4YE Iaae niet M} subsctiflion thc Jourasl 523.09 (4dj. SJonhoen Toulam1./83 ~neloj:J Nuc: VamctceZi Infludrn Ya / Sl16 Kvl st= #MIC #F7sba; cmln celincMc 1 Fureien ninsc _djr . Naiu: (ireulsion [pafteat_ Veck Siale Jena MediciT #axillc Re. Ajx 5404 Lakc Suttc-s_ Jni STATE MEDICINE JOURNAI ec {rafu 40,h Yu` X0 Kct ~m Add` ""nn {c $ 0",1479,260
0000038658.tif,advertisement,original,"Springlime savings ircm Catelnight SAVE IMPROVED; Now 1 JO Softy-ER: NicenSotl on 1 package of Improved Nicen Soft e bathroom tissue STORE CCUPON S2001 refund) Wunnemt Taacns Viceroy Ren Dacttoi Kings Cn Lotoa Ba Mc  Ooitld Wrails Wctolne 126 Save Good skin Ic starts young and stays younger-Iooking OIzVAIC with Noxzema Nedicsked GTornema"" 1 12c Y24? _ Mcta ToG",362,59
0000038658.tif,advertisement,gaussian_noise,"Springlime savings itom Cancelunight SAVE KMPROVED; Kow 51 Softy-ER: (KicenSottt on 1 package of Improved Nicen Soft e bathroom tissue STORE CCUPON S2001 refund  Wumnem  Viceroy 3en Dicttoe A Lotua jomoluudelails n2c Save Good skin 1c starts young and younger-Iooking OIzVAIC with Noxzema Nedicsked & Tortema""  12c sbr",318,48
0000038658.tif,advertisement,salt_pepper,"Sciindlime savings iom: CaiceU)iitft; SAVE PROVEDi; 1O 'OftY.ER: KicenSoitt Dn&. package of improved Niceti Solt bathrocin tissue 5200 refund  Viceroy Oactol Otoa IdtdEln 126 Save Good skin [a trt Young an0 yognger-Icoking ~with Noitema :oueweic Hedsta Uerierp"" 8 CCUPC Mooi",274,40
0000038658.tif,advertisement,gaussian_blur,Scringlime savings ircm Catotlvight; SAVE XO NicenSoh on [ packagc ot Improved Nicen Solte bathroom [Aue Dio l ccuo S2001 refund  Viceroy ns Save Goodakin Ic eurtiyouneand looling I7s Houen 126 1,195,32
0000038658.tif,advertisement,motion_blur,23 102 SoF Jeunu Tc e Se,24,7
0000038658.tif,advertisement,rotation_5,"savings iiIcm Springlime = SAVE MmPROvEdi how Sofik ER. 1 1 IicenSott on 1 Soft - STORE COUPON ImpscneoO iceue S2O01 Viceroy O= njio Kind? Supe n2s Save Goodukinind starts looking Ic stays with Noxzema L 0151714 Nejate oarmd"" 129 Caioelnight; Package = Nicen ""re refund] Vcta""[ Younger = RanCratn",296,50
0000038658.tif,advertisement,rotation_10,"Q on 1 Soft > Td  Lotda Ainor skin and Mibt Tc 129 Caoelnignt itrcm savings Springlime = MMRROWED M SAVE Sony-[R. (Nicen Sott 1 coupoy SOAE [ package = Nicen Improved tisque ""bathroom - S2001 39? _ refund] Mtte Fnont Aetn Viceroy Dt Eer Elete 1 Good Save young E Llooking srts "" Younger | (Noxzema sy Gld ue Rotunt Njd Cean",323,63
0000038658.tif,advertisement,brightness,"Springlime savings ircm Catoelxight; SAVE IMPROVED ; NOw 1 J Softy-ER:= (NicenSomi on package of Improved Nicen Soft v bathroom tissue STORE CCUPON S2001 refund) Mmnemtt Tanalcnt Viceroy 3en Darttor Kinga Supt Lotoj Faee Mcl  domolelvdeltils Wctone Hnteeeta TJm: Hetben 124 Save Good skin [c starts young and stays younger-looking DizaIC with Noxzema Nedicskes & Tonera"" 1 12c Y89""Z Mctad",388,60
0000038658.tif,advertisement,contrast,"Springlime savings ircm Catoe luiyht SAVE IMPROVED ; NOw 1 X Softy-ER _ (NicenSeft on package of Improved Nicen Soft v bathroom tissue SiOHL CCUPON S2001 refund) Wuanemt Janacnt Viceroy 9an Darttoi Supt Loto] Fe Md  domolblvdeltils Wcte TtcHlita Jam: Tenee 124 Save Good skin Ic starts young and stays younger-looking DiziaIC with Noxzema Nedigska & {nerna"" 1 124 Yre MIRU 4ngt",377,62
0000038712.tif,advertisement,original,"BRORN VILLIAMSON LOUISVILLE DCCUNEIIL CCNTC FRQJECT PHQTOCOEKIAG VARLANCE_SHEET AT THE TIME OF Reprcouction_ THE FOLLOWING NdtATionS WERE MADE: DCCUMENT COPIES ARE IN ThE SAME SECUENCC AS ThEY APPEARED TRE ORICiNAL_ DUFLICATE DOCUMENTS APPEARED iN TNE CRIGINAL. PAGE NUMGER(S) vISSINC IN TIIE ORICiNAL: POOR QUALITY ORICINAL- OVERLAY ITEM CQULD NoT REMOVED MithOCT DAMACE To THE ORICIMAL No DCCUMEnTS MERE FOUND ""ithiN THE ORICINAL: FiLE FOLDER REDROPE EXPANDABLE FILE_ HANCINC FILE_ CNVELOPE . OThER (SPECIFY ) DOCUA ENT COPIEs WCRC REPRCCUCED CCLoR PeRMIT CORRECT INTERPRETATioN OTHER VARIANCE EXPLAIT]:",605,86
0000038712.tif,advertisement,gaussian_noise,"BRORN FILLIAMSON LOUISVILLE DCCUNEMT CCNTRCL_FROJECT PHOTOCQEHIAG_ WARLANCE_SHEET 4T Thie TiME OF ReprcouCtiON THE FCLLOWING NotATionS weRE MADE: DCCUMENT COPIES ARE IN ThE SavE SEcLeNCC AS ThEY APPEARED TRE ORICiNAL_ DUFLCATE DOCUMENTS APPEARED TNE CRIGINAL PAGE NUMBER(S) MISSINC 1N TIIE ORICINALS POOR QLALITY ORICINAL. OVERLAY ITEN CQULD Not GE REMCVED #itholt DAUACE To THE ORICIMAL No Dccu:EnTS MERE FOUND ""ithiN THE ORICINAL: FILE FOLDER. REDROPE EXPANDABLE FILE HANGINC FILE CNVELOPE OThER (SPECIFY } DOCU; ENT COPIES MCRC REPRCCUCED CCLoR PERMIT CORRECT [NTERPREMATiON. OTHER VARIANCE {EXPLAITJ:",604,84
0000038712.tif,advertisement,salt_pepper,"RDR LLTAKSON LOLIS:: CONTROL TrouEGT Piptucoky IISE Tile- TINE @F RECRQDUC Foti QMliG: EIATIQNs YEfE NADE: CculenT GOFIEs: ARE HE SAME:SEQUANCE HEY  APPEARSD @'Cmf""iginn L DUFLICATC DQ- UMaits APPENEEB INE ZRieiN? GE Vui BER(S) jSsINc: TH; Oricin_ Aoor 'Qy oRicliixc: @YERLA  WEr CoLid Not DE;Rso en Avtiiou"",UAAd# To ORIciii_ No decu;eNTS ERE FOUMD # aRJC Rile Fozocr;, REDROPE EXPAWDAELE; FANCINC: FILE _ EMVELOPE: THER, (SFECIE cOPiEs MERE. REPRCCUCED WN' ccior: ?EX; GRE FeRrrenCeos; OTHER VaRLANCE",502,75
0000038712.tif,advertisement,gaussian_blur,"broha HILLMKson LCUISILLE DOcYuEMcouaoL_DROJECT PHOTOCORYIAG VARIAACE ShEMT AT Tme Tikc Of Reprodlction Tme FOLOHIUC NOMAHONS Ncne Mion ccclcnt copies Arc i Tmc -a3 sequercc AS They APPCARED ITue Oricinal: Durlicatc Docu'ients APPLARED Im Tiie cricinal. PACE Numder(si Miscinc    Tie orici AL: coor quaLITY oricinal: OverLAY Itchi Could Rot de Re""Oved Witholt DnlMce To ThE ORICMAL No Dccu eTS MeRC Found Zitmin The OricimaL: filc Foldcr: Redrope EXPANDAOLE File: ManCiNC File. chveLopE . Otiier (specif) Docu""Et copics Mcrc Rlpaccuced   Coloi [0 PeRT correct Intccretatioi OTHER VARIANCE (EXPLAIS] a",600,87
0000038712.tif,advertisement,motion_blur,,0,0
0000038712.tif,advertisement,rotation_5,"WILLIAKSON LOUISVILLE BROwN PROJECT CONTRQL SHEEZ PHOIOCOEYING RepRoDUCTiON THE AT The Time AONS MADE: FCLLOWING NOT SEQUENCE AS THEY APPEARED COPIEs ARE IN THE SAMZ BCsiEOR,Crpies APPEARED iN TiIE CRIGINAL; DUPLICATE DOCUMENTS Missinc in Thie Oricinal PAGE NUMDER(S) Poor QUALitY ORIGINAL; DAHACE To The Not DE Remioved OVERLAY ITEM GRiCinAL: #ithin ORICINAL: DCCUMENTS WERE No FiLE FOLDcR: EXPANDADLE FILE: HANGINC FILE CNVELOPE. OTiier CORRECT IN CCLOR To Copies VCRE REPRCCUCED BocIRTREFScO;: {EXPLAIN]: OIHER DOCUNEKT WARLIEICE  were #itholt COULD TKE FOUND REDROPE (SPECIFY ) PERMT VARIANCE",596,85
0000038712.tif,advertisement,rotation_10,"THE Tike %F AT FCLL IN The ARE To oe ITeM The No T0 LOUISVILLE VILLIAMSON FRQJECL BROHR COLTZOL CUNEI SHEET JRLANCE PHOTOcOPLISG Reprcdlction MADE: Dede AnNS The #I OwiNG APPEARED They SequencE SAME COpies cccurenT ORicinaL: TME OrigiNa TME APPEARED DOCUMENTS DUFlicaTE OFICINAL: TIe MISSINC NunGER(S) PAGE ORicNal: THE QuaLiTY DAMACE Ttholt Poor Re Cved Not COULd OVERLAY ORICITAL: ORICINAL: #thix FOUND MERE DCCU""EnTS FOLDER. File. FILE EXPANDADLE REDROPE FILE. MANGINC EnvELope. CORRECT (SPECIFY) PERHT Otiier CCLoR REPRCCUCED ""CRC Copies DocuaENT ATion. interpret , [EPLAIS]: VARIANCE OTHER",594,88
0000038712.tif,advertisement,brightness,"53051 VLLIAKSON LCUISVILLE DCCUNELI CCNTRCL FRQJECT PHOTOCOEEIES VARLANCE SHEET AT THE TIME OF Reprcolction THE FCL OWINC NIAICNS #ERE MADE: CCCUMENT CopIes ARE IN THE SANE SECLENCC AS THEY APPEARED TRE Original: DUFLCATI DOCUMENTS APFCARED TNE CRIGINA: PAGE NUMGER(S) ISSINC IN TIIE ORICINAL. POOR QLALITY ORICANAL OVERLAY ITEM CQULD NoT REACVED witholt DA'AC= To THE ORICiMAL No DCcU:EnTS WERE FOUND ""tMN THE ORICINAL: FILE FOLDER_ REDROPE LXPANDABLE FILE_ HANGINC FILE, CNVELOPE. OtheR (SPECIFY ) DOCUAENT COPIES MCRC REPRCCUCED CCLoR PerMIT CORRECT INTEFPRENATion OTHER VARIAYCE EXPEAITJ:",592,85
0000038712.tif,advertisement,contrast,"5306; V[LLIAKSoN LCUiSvILLE DCCUNESLCCNTRCL_[RQJEECT PHOTCC@ELE WRLANCE HEET 4T THE TINE JF RepRcolction THE FCL OMINC NEAIICNE #ERE MADE:_ CCCUUENT COPIES ARE IN TXE SA;e SECLENCC AS THEY APPEARED TpE OrigiNAL_ DURLCitr DOCUMENTS APFCARED TNE CRIGINA: PAGE NUMGER(S) #SSINC 1N TIe OFICINAL. POOR OLASTY cric  aL_ OVERLY ITEM COULD No; Relcved WTOlt DA'AC= To TME ORICiii No DccU""EnTS WERE FOUND ""tMN THE ORICINAL: FILE FOLDER_ REDROPE LX?ANDADLZ FILE_ HANGINC TiLE, CNVELOPE Othe? (SPEC'FY) DOCUEENT COPIEs VCRC F:PRCCUCED CCLR FErT CORRECT WNTEEPRE on OTRER VARMAYCE EXPCAIFJ:",578,84
0000040839.tif,advertisement,original,@0 0 MA H Id H 4 1 { 1 2 i b 3 1 U 1 # | 04 1 8 1 2214 1 1 1 a/ag 1 1 |  9 ! 4 0 1 03 0 H L 1 L U 1 1,101,45
0000040839.tif,advertisement,gaussian_noise,8 0 H  1 1 1 I W 2 1  1 1 1 2 # K 1 2  1 11 2 1 H Ig 9  W # H L L H @,69,32
0000040839.tif,advertisement,salt_pepper,0 1 W 3 1 0 2 # 2 3 0 1 H # 1  J 0 HH L 1 1 0 8,47,23
0000040839.tif,advertisement,gaussian_blur,1 1 1 1 1,9,5
0000040839.tif,advertisement,motion_blur,1,1,1
0000040839.tif,advertisement,rotation_5,Mm 0 01 TT 4 H 0 6 18 1 H } L 2 2 ; 1 9 9 1 i 9 1 1 0 H 1 8 1 I I 0 1 I 1 j J 1 1 1 8 1 L 1 1 1 1 K @ 1,103,50
0000040839.tif,advertisement,rotation_10,91 082 a 1 8 8 i $ 1 1 1 3 9 1 4 0 1 H 0 0 0 1 U MNN` | U 0 1 1 1 1 1 8 1 j J 1 1 1 8 1 1 1 1 1 1 1 1 1 1 H 1 I U I,115,55
0000040839.tif,advertisement,brightness,@3 1 HE 8  1 Id I Hhi 2 1  1 M | 0] 2 1 Xmis Ja 1 1 014 ] 1 H d 1 9 14 4 0 1 83 0 H L 0 L 1 U 1,95,40
0000040839.tif,advertisement,contrast,3_ 0 8 0 HE  IM Id I W Ji 1 2 2 1 0 0  3 1 1 H [ 0H 1 D 2/214 J i 1 a/a 1 1 9 14 4 0 1 03 1 H 1 1N 1 0 1,104,44
0000044008.tif,advertisement,original,1 8 | 4 81 9 1,14,7
0000044008.tif,advertisement,gaussian_noise,1 | 8 1 1,9,5
0000044008.tif,advertisement,salt_pepper,2  1 2 3 3,10,5
0000044008.tif,advertisement,gaussian_blur,J8 5 H 1,8,4
0000044008.tif,advertisement,motion_blur,0,1,1
0000044008.tif,advertisement,rotation_5,31 U 0 8 { 1 1 1 1 1,20,10
0000044008.tif,advertisement,rotation_10,8 % 1 1 1 1 8  1 1 5 1,22,11
0000044008.tif,advertisement,brightness,1 3  4 81 9 1 5,15,7
0000044008.tif,advertisement,contrast,0 8 831  4 2 3 1 3 1 5,22,10
0000044108.tif,advertisement,original,"WINUP TO s20,OOOTRou RRich-Kights Thefirstlow Iar_ ""cigarette eroveh tobe calledRiclo VICEROK YoumavgetaBichRewars Cedi MaJh 20003 #ereshow Save uptoleo MRiihd ahbf BY: JurD} Mal 0x 1 REEIvE: LTATC TAKE CNEU  7a Ecod egds fae",225,33
0000044108.tif,advertisement,gaussian_noise,"WINUP TO s20OOO 0O EROL: RRich_Yighta Thefirstlow Iar ""cigarette eriovgh tobe calledRidlo Satts VICEROK Iov maygeta ichRelarsCedlcietor 4290003 #ereshow Save uptoleORiitha zahbaa BY: Aeeant @ove 1 TAKE CNEB good E7te",216,30
0000044108.tif,advertisement,salt_pepper,"WIN UP T0 r0,OOO%n FROE: ZRich _ights Jhe firstlow lar cigarete: ericvgl tobe called Ridu VICEROI may RidiRewers @ ce iolte90 HHetesExwe S9ve Vptolez OwRiinc onb BX Raeve Sood _ geta",182,31
0000044108.tif,advertisement,gaussian_blur,"WIN UP TO 0O 820,OOO%Ro5 cRich Yighta Tncfutstkwtar ""cigarelle cnovgh tobe calledRiclo Rich , 3gl MCERO  maygtaik 0002 Hetesbow Save Upbie 1 TAKE ONED good",155,25
0000044108.tif,advertisement,motion_blur,200o0 8uet L S,14,4
0000044108.tif,advertisement,rotation_5,"TO 00 820000 TichcIights erough tobe called Thetirstlowtar VICEROY (@eillzigretth 2goooe Yasmave #etashowe Save Mll TAKECNEY WINUP FROLE &ood ""cioarette Zadbs Igeta BichRewaas( WRicnoeohsst upbhe 1 BX Ene Relle_",211,29
0000044108.tif,advertisement,rotation_10,"TO tobe calla erovgh The_ Cen Yaumaygta Save howee M WINUP 0O s20OOO FROL 8ich Iighta  ledRiclu; &ood ""cigarette lowtar firstL Rich glt MICEROY . RRichRewards   ORino eombsl 'upt4e L sHeias] BM BEEE _ ONEE TAKE =",212,37
0000044108.tif,advertisement,brightness,"WIN UP TO 82O,OOOYR PROE RRich_Iights Thefirstlow tarcigarette= erovgh tobe calledRidld VICEROK IQ maygetaBichRewars Cellicietorh 4290003 #etashowi Save uptohe (W RiitnoEohbfar BY: uL} MAlS Qx 1 RE EVE: ETITC TAKE CNEU A Ecod",225,33
0000044108.tif,advertisement,contrast,"WINUP TO s20OOOTR FROL RRich_Kights Thefirstlow tarcigaretlte eriovgh tobe calledf Zaths VICEROK CU maygetaBichRewards Cei Ile Morht2o0o? #ereshow: Save uptoho oxiidnd ohbf Ycom WuL} PX ) Qx 1 REAVE: TAKE CNE"" Ecod BY- g46",222,34
0000049459.tif,advertisement,original,"""Why Vicerov? Because Id never smoke a boring cigarette: Getthe comtortakke]  aste 08 Ham17 SAoaem Gunat 4et7u: Dorum #ocrk Drrzara Hadth Viceroy ert Ilal - Whcre excitementis nowataste L VuRu Viceroy",200,31
0000049459.tif,advertisement,gaussian_noise,"Viceroy? Because Id never smoke a cigarette? Get the comiortakke] taste 04 Aamn1 Sda"" Gui Hirm7 Iernn 964k Drrgtonnec h- Jr Viceroy Viceroy Where excitement is nowataste L ""Why 'boring "" VutU",191,32
0000049459.tif,advertisement,salt_pepper,Vicerov? Because Id never smokc cigarette  Get the cOmfontat aste 0 S4pan 6u4t tiucv;- Un7in erecoyls W;aa Viceroy Viceror Where exciterentis now # taste Why a boring an slu,173,29
0000049459.tif,advertisement,gaussian_blur,"Vicerov? Because Id never smoke a boring cigarette:"" Get the comfortable taste O1 Vceroy  Wcre ecitencnt is nw ataste L ""Why Accrute",132,22
0000049459.tif,advertisement,motion_blur,,0,0
0000049459.tif,advertisement,rotation_5,"""Why Vicerov? Because [airever smoke a boring ' cigarettee comfortakle taste o1 Mamt S4p8,n iuTadz VQ RoN Viceroy roneathat Iaco excitementis Jji Djeten nowataste [ Viceroy Whcre Get the An mela",194,31
0000049459.tif,advertisement,rotation_10,"Id ""Why Vicecoboring 0 Va RO Fanat Dotettt Vicerov Whcre never Because cigarette:? smoke Get the comfortabl taste Viceroy 1 Knert ate 7~Larhitiaoii taste nuw excitementis _",172,27
0000049459.tif,advertisement,brightness,"""Why Vicerov? Because Id never smoke a boring cigarette: Get the aste 08 Wam17 3Aoaem Gureie J 7u WNcennVann( FTahenmh Viceroy Yty Ilal - J oCljetieec Where excitement is now a taste  comfontabk VuRt Da Viceroy ",211,36
0000049459.tif,advertisement,contrast,"""Why Vicerov? Because Id never smoke a boring cigarette:  Get the comfontakle aste 5ur 9 4 47 : Ncent &ann  FTeaedi Vicoroy Wetry Ibali - J oCljeeeed Were excitement is now a taste L 35iu VORuY 7orna Viceroy",207,38
0000093825.tif,advertisement,original,True: Unexpected taste at ondy Mg-TAR  1 Wa ning: The Surgeo? General Ha; Cetetinined Thac Cigarette Smokinp Dangerous ( dour Health,132,21
0000093825.tif,advertisement,gaussian_noise,True Unexpected taste at ony. MGTAR 1 Wa ning: The Surgea? General Ha; Cet etinined Thac Cigarette Smokinp I: Dancerous (0 four Health,134,23
0000093825.tif,advertisement,salt_pepper,True Unexpected taste at Only MgtAR 1 ia iipc: ite Swigto? Genevai Hoj: fetrimiges  Diea Eigzreize Smokiris t Danceronsta raui. Knnnnp,134,21
0000093825.tif,advertisement,gaussian_blur,True Unexpected taste at only Mg TAR 1,38,8
0000093825.tif,advertisement,motion_blur,M Jin 05 F 5,12,5
0000093825.tif,advertisement,rotation_5,True Unexpected taste at only 76 ` RgTAR Gential Ha; Wa nine: The Surgean (0 four Hexn Ibzt ! Cujarelte Smokng Dancerous/  Celeum ne4,133,24
0000093825.tif,advertisement,rotation_10,True: at only 7e ` 6ei etzl Hai Apdth Tka Surgeo? t0 (Ju Nax teerun Srokc?( Unexpected taste MgTAR 1 (delm 761 Dancenr= Watme,125,24
0000093825.tif,advertisement,brightness,True Unexpected taste at only Mgtar  HorUnDm 1 Wa ning: Tke Surgea? General Ha; Cetelirimed Whac Ligarette Smobnp Jour Aealih Dercedus,134,21
0000093825.tif,advertisement,contrast,Tue Unexpected taste at opy | MgtAR  HonUnMAd 1 Wa ning: Tte Sulgeon General Ha; Cetelinimed Thac Cijarette Smoknp Jour Aealih I Carsdous,137,23
0000100398.tif,advertisement,original,"0utotAaitae How many times have you decided to give up smokking? Nobody capsis VOU !ot togite UPP smoking: Butif ycui' given ic 4p more' times than like o) reMemhlt""; the chunces are Xvt enjo)y it tc) DJch to unt togi eit upacall If yct relikealot of smxkers thsedbys ic prrlwbly isn't smcking J ii Hnint t)givreup It'$ soax""Of Gu' aral nicotire' }u  elutn hcaringabott: Soyou tricd cigaretts which werelot; in Itar'ami ycx fxtndyour: selfcheckirg cvcry oncein: = whiletos' chvwere sril iit. Whichh drcve %)u rightLuick toyour rullar brtnel Ncwv; therei= Vantage: Vantp8a cigrettess, ciher"" = menthcl dcliver cosickraloly k : 'tar' #d kss niceritie: than mast cigarettcs But wiu nlly nkcs QlIT 4xrinl filtc ""#hich alkwsthe tobecco avorto cemethrcgh Vantageisn t the kwest tar' anel ciguette; |ut it may Iellle thc lowest OrI' Ycwll cnjoy soking: Andeuu swhat ni cs alalic diffcrence: 13 Stjmn Gteery' Ile: Ozn Vmted 0fA Aiiza""  %a Sm Lngb bajeo:#Itur ken Ucmub: Itinta #etlier {T2ri""t (icr>"" ""nt '""% 7 FHLCIT [hese relling Xud tut - cliaac "" Vontpee Alre""r <r ! Vantzze sxril nicotine VPNTRZE 1# Llcolu Yallg '",1110,183
0000100398.tif,advertisement,gaussian_noise,"How many times have you decided to give up smokking? Nabocythes  daysis YOl !ottegiie smoking: But if ycu regiven it Up mon' timie's than 4ey7 ickoremennler theciuces are YUt enjoy it tc mchtonnt te' gieitupacall ICyoura lot of snxxkers thse dbys; it rrubly isn' snc-king thuut J w #ant tagiveup lrs soax*l that 'tu' ana xmkuen hcaringabowt Soyou tricd cigarettes which werelot;; in %tar' ari youfvmalyor: self chcekirg cvcry onceir & whiketosvifthy were' srili lic Which drove }ou rightkuck toyour tratc. Now; there ic Vantage: VANTAG Vantgecigrettes, ihr flterermerthcdl, dcliver cosickrakoly k s tar' ad kss ricrritie: than maxst ciuarettcs But u/iut nall; nkcs QlT #xrinl filtcr#hich alntsche' tobwcco flavortocomethrough. Vantage isnt the kowest Itar' anl nicotine' ciguette; [ut it muy ""ellbe thc louest on' cnjxy smoking: And thuc $ what nnakcs allalic differerce: SL jcn Gerefal Ilz: Oan-(Kted I0iian I mmb bsje&: Itr kain CNen"" ot LS 7 telling Ikea picotine Riuwre Vantze  ~til is Foull VPNTRcE L Yollt g '",1015,162
